Year,State/UT,Sector,CO₂ Emissions (Million Tonnes),CH₄ Emissions (Million Tonnes CO₂e),N₂O Emissions (Million Tonnes CO₂e),Energy Consumption (TWh),Electricity Generation (TWh),Fossil Fuel Consumption (MTOE),Vehicle Count (Million Units),Industrial Output (GDP Contribution in ₹ Cr),Agricultural Land Usage (Million Hectares),Deforestation Rate (sq. km per year),Waste Generation (Million Tonnes),Renewable Energy Share (%),Carbon Footprint (Million Tonnes CO₂e),Energy Emissions (Million Tonnes CO₂e),Transport Emissions (Million Tonnes CO₂e),Industrial Emissions (Million Tonnes CO₂e),Deforestation Emissions (Million Tonnes CO₂e),Waste Emissions (Million Tonnes CO₂e),Total Sector Emissions (Million Tonnes CO₂e)
2008,Punjab,Transport,423.63,42.05,2.69,93.91,111.74,31.06,43.03,38592.75,2.37,105.91,86.38,77.79,2313.8799999999997,0.08451900000000001,98.969,97.839,0.052955,483.728,680.6734739999999
2004,Punjab,Industry,464.27,22.56,1.17,461.22,164.38,133.57,39.79,20978.85,22.0,180.06,52.98,73.06,1405.9999999999998,0.415098,91.517,420.7455,0.09003,296.688,809.4556279999999
2019,Telangana,Agriculture,248.86,34.59,13.82,52.55,46.59,199.01,34.24,89486.68,27.79,185.14,32.78,29.84,4879.68,0.047295000000000004,78.752,626.8815,0.09257,183.56800000000004,889.341365
2000,Maharashtra,Agriculture,287.71,24.51,5.57,444.67,224.37,24.81,46.31,12955.16,7.09,24.03,77.11,38.43,2450.04,0.40020300000000003,106.51299999999999,78.1515,0.012015000000000001,431.81600000000003,616.8927180000001
2022,Andhra Pradesh,Transport,136.03,17.97,19.3,229.59,363.3,141.79,1.31,34578.39,34.7,91.24,50.16,38.66,5753.69,0.206631,3.013,446.63849999999996,0.04562,280.896,730.799751
2002,Jharkhand,Agriculture,261.66,31.51,12.15,288.77,126.02,113.7,48.98,22264.43,5.77,150.56,6.49,50.0,4363.6900000000005,0.259893,112.65399999999998,358.155,0.07528,36.344,507.48817299999996
2005,Meghalaya,Industry,376.58,38.61,12.94,144.4,393.94,91.36,17.36,17712.16,28.25,81.71,29.43,31.81,4886.76,0.12996000000000002,39.928,287.784,0.040854999999999995,164.808,492.690815
2004,Puducherry,Industry,251.15,31.98,4.02,140.3,103.48,21.44,37.44,50030.9,44.96,58.7,95.8,11.53,2211.8900000000003,0.12627000000000002,86.112,67.536,0.02935,536.48,690.28362
2020,Bihar,Waste,158.02,41.42,2.66,248.61,191.55,220.03,14.03,98129.73,9.09,182.82,52.79,67.48,2022.68,0.22374900000000003,32.269,693.0945,0.09141,295.624,1021.3026590000001
2004,Uttarakhand,Agriculture,295.2,9.23,10.56,181.12,140.5,191.04,20.79,38817.21,28.98,119.44,82.68,45.94,3352.04,0.16300800000000001,47.81699999999999,601.776,0.05972,463.00800000000004,1112.8237279999998
2000,West Bengal,Waste,473.86,19.0,18.52,43.46,126.71,230.3,43.81,49353.11,41.39,125.63,21.94,76.56,5913.66,0.039114,100.76299999999999,725.445,0.062815,122.86400000000002,949.173929
2016,Delhi,Energy,445.11,15.97,1.21,180.07,154.26,42.75,22.46,64007.94,11.55,139.76,81.5,22.17,1212.92,0.16206299999999998,51.658,134.6625,0.06988,456.40000000000003,642.952443
2018,Karnataka,Industry,386.93,10.11,10.21,131.08,17.8,143.54,44.25,69599.48,1.92,194.57,80.6,47.14,3375.66,0.11797200000000001,101.77499999999999,452.15099999999995,0.097285,451.36,1005.501257
2013,Meghalaya,Transport,145.34,22.44,4.05,425.57,215.14,5.8,27.5,45646.65,2.05,123.08,26.5,8.28,1846.91,0.383013,63.24999999999999,18.27,0.06154,148.40000000000003,230.364553
2011,Uttarakhand,Industry,128.36,47.42,15.66,420.07,297.86,45.25,13.28,8932.73,13.0,3.24,63.6,17.87,5606.0199999999995,0.378063,30.543999999999997,142.5375,0.0016200000000000001,356.16,529.621183
2009,Punjab,Energy,420.88,27.13,13.67,75.03,346.2,197.47,24.37,84072.81,36.09,193.27,34.74,58.12,4803.07,0.067527,56.050999999999995,622.0305,0.09663500000000001,194.544,872.7896619999999
2019,Andhra Pradesh,Transport,98.85,14.68,2.03,366.38,133.12,72.45,4.53,55664.65,17.62,45.45,39.76,48.14,1047.84,0.32974200000000004,10.419,228.2175,0.022725000000000002,222.656,461.644967
2020,Meghalaya,Agriculture,306.75,18.03,12.37,228.17,222.41,50.11,23.96,47355.58,24.49,192.28,77.97,78.59,4089.64,0.20535299999999998,55.108,157.8465,0.09614,436.63200000000006,649.887993
2017,Odisha,Agriculture,225.08,30.85,19.67,434.91,357.65,136.02,39.4,84290.23,3.83,79.37,60.86,28.66,6301.43,0.3914190000000001,90.61999999999999,428.463,0.039685000000000005,340.81600000000003,860.330104
2023,Rajasthan,Industry,239.31,17.96,10.61,140.62,320.95,164.21,3.54,60229.39,44.19,171.84,16.47,42.59,3553.8399999999997,0.126558,8.142,517.2615,0.08592000000000001,92.232,617.8479779999999
2010,Sikkim,Transport,232.73,27.15,5.78,48.62,188.31,152.98,11.75,22029.23,21.09,80.21,75.41,79.96,2524.63,0.043758,27.025,481.88699999999994,0.040104999999999995,422.29600000000005,931.2918629999999
2001,Himachal Pradesh,Transport,450.98,14.07,3.13,401.25,70.11,25.69,21.18,42916.51,39.62,126.01,31.91,4.21,1674.3899999999999,0.36112500000000003,48.714,80.9235,0.063005,178.69600000000003,308.75763000000006
2024,Himachal Pradesh,Waste,52.68,17.62,19.79,434.84,225.53,232.67,37.92,69138.38,1.81,80.35,91.53,48.84,5790.389999999999,0.391356,87.216,732.9105,0.040174999999999995,512.568,1333.1260309999998
2017,Himachal Pradesh,Energy,393.62,35.43,11.32,421.05,395.93,45.12,37.58,98578.61,35.29,147.78,26.2,78.14,4385.46,0.378945,86.43399999999998,142.128,0.07389,146.72,375.734835
2024,Uttarakhand,Agriculture,419.16,29.44,7.56,168.0,304.21,231.42,44.38,61617.49,25.57,161.1,91.53,23.3,3246.88,0.15120000000000003,102.074,728.973,0.08055,512.568,1343.84675
2006,Mizoram,Industry,472.01,5.13,4.36,20.28,339.97,121.45,7.36,20246.97,13.74,169.74,28.03,1.22,1771.0500000000002,0.018252000000000004,16.928,382.5675,0.08487,156.96800000000002,556.566622
2023,Kerala,Transport,231.77,48.67,19.01,74.11,79.56,26.64,7.87,2715.22,36.08,44.58,80.71,20.0,6632.18,0.066699,18.101,83.916,0.02229,451.976,554.081989
2014,Tripura,Agriculture,255.03,2.94,12.58,460.09,362.04,38.01,33.48,31053.74,25.03,166.11,25.28,39.36,3671.0499999999997,0.414081,77.00399999999999,119.7315,0.083055,141.56800000000004,338.80063600000005
2010,Madhya Pradesh,Industry,481.03,4.61,1.25,185.21,10.58,108.27,9.09,43357.79,30.46,80.79,98.03,11.57,941.36,0.16668900000000003,20.906999999999996,341.0505,0.04039500000000001,548.9680000000001,911.1325840000001
2017,Haryana,Agriculture,234.64,35.22,1.28,440.7,345.57,249.51,20.75,62649.95,37.01,121.38,89.03,44.87,1560.0,0.39663,47.724999999999994,785.9565,0.06069,498.56800000000004,1332.70682
2022,Meghalaya,Industry,256.74,35.55,18.79,490.5,99.45,221.58,27.02,20276.38,5.38,12.48,15.85,60.06,6231.49,0.44145,62.145999999999994,697.977,0.006240000000000001,88.75999999999999,849.33069
2011,Nagaland,Agriculture,172.8,1.44,14.23,200.88,250.97,245.08,12.92,9301.92,34.78,119.93,59.96,13.06,3984.07,0.180792,29.715999999999998,772.0020000000001,0.059965000000000004,335.776,1137.7347570000002
2005,Delhi,Waste,25.5,32.32,2.16,389.34,120.76,114.25,34.61,23143.26,21.94,164.92,25.45,31.71,1502.8600000000001,0.350406,79.603,359.8875,0.08245999999999999,142.51999999999998,582.443366
2019,Uttarakhand,Energy,222.2,2.15,12.51,88.71,58.44,170.26,42.91,53908.36,46.59,56.59,28.05,37.43,3597.55,0.07983900000000001,98.69299999999998,536.319,0.028295,157.08,792.2001339999999
2022,Andhra Pradesh,Agriculture,330.99,48.06,8.45,194.96,102.6,130.28,0.71,13894.01,44.05,92.31,76.94,51.95,3915.92,0.175464,1.6329999999999998,410.382,0.046155,430.864,843.100619
2012,Andhra Pradesh,Energy,348.07,34.96,15.8,354.07,191.81,8.36,14.53,16195.14,37.88,164.3,7.1,52.9,5513.95,0.31866300000000003,33.419,26.333999999999996,0.08215,39.76,99.91381299999999
2019,Kerala,Agriculture,13.19,9.74,5.55,107.52,368.27,36.32,35.64,89714.72,36.92,60.06,65.22,43.73,1756.66,0.096768,81.972,114.408,0.03003,365.232,561.7387980000001
2015,Goa,Transport,402.52,8.33,7.72,163.3,158.66,72.05,13.85,9848.26,44.36,183.85,53.02,4.26,2681.56,0.14697000000000002,31.854999999999997,226.95749999999998,0.09192499999999999,296.91200000000003,555.963395
2017,Himachal Pradesh,Waste,251.28,28.7,3.43,284.09,27.07,78.97,26.2,70199.83,39.99,30.89,80.63,41.15,1963.8300000000002,0.255681,60.25999999999999,248.75549999999998,0.015445,451.528,760.814626
2009,Tamil Nadu,Waste,265.17,31.86,5.12,347.15,14.39,174.02,37.85,3443.86,48.16,95.12,6.55,3.59,2514.05,0.312435,87.05499999999999,548.163,0.047560000000000005,36.68,672.2579949999999
2022,Chhattisgarh,Energy,481.25,41.65,3.86,181.66,87.9,180.47,17.25,59112.16,43.3,126.78,31.99,67.85,2670.35,0.163494,39.675,568.4805,0.06339,179.144,787.526384
2007,Uttarakhand,Transport,149.39,45.21,0.58,191.52,25.55,113.18,39.4,82663.99,17.14,94.28,19.59,59.25,1568.97,0.17236800000000002,90.61999999999999,356.517,0.04714,109.70400000000001,557.060508
2017,Meghalaya,Industry,383.21,19.93,1.02,59.38,151.6,95.37,40.83,53901.55,35.2,82.53,61.98,36.81,1211.55,0.053442,93.90899999999999,300.4155,0.041265,347.088,741.5072070000001
2020,Nagaland,Waste,291.64,42.28,16.73,492.11,156.78,45.1,49.56,26288.84,43.43,127.35,70.01,45.28,5908.93,0.442899,113.988,142.065,0.063675,392.05600000000004,648.615574
2000,Mizoram,Transport,353.39,27.35,16.1,308.06,389.0,11.19,21.67,3011.11,40.7,177.63,0.7,32.69,5385.6900000000005,0.277254,49.841,35.2485,0.088815,3.9199999999999995,89.375569
2022,Nagaland,Transport,214.73,23.79,2.9,267.51,125.96,146.75,23.84,1986.32,31.51,132.53,58.74,60.89,1649.35,0.240759,54.831999999999994,462.2625,0.066265,328.944,846.3455240000001
2007,Andhra Pradesh,Energy,146.81,35.1,13.39,109.62,241.58,87.65,39.17,82302.33,25.68,124.82,38.77,76.54,4677.960000000001,0.09865800000000001,90.091,276.0975,0.06241,217.11200000000002,583.461568
2005,Odisha,Transport,277.6,5.61,14.94,246.58,328.44,119.71,43.41,63163.15,5.09,149.02,78.6,59.99,4393.78,0.22192200000000004,99.84299999999999,377.08649999999994,0.07451,440.15999999999997,917.3859319999999
2004,Sikkim,Transport,193.72,13.64,1.12,226.42,207.64,225.31,25.31,46050.35,16.7,80.8,59.6,36.37,872.44,0.203778,58.212999999999994,709.7265,0.0404,333.76000000000005,1101.943678
2014,Delhi,Industry,119.23,40.93,1.86,132.99,280.15,167.25,1.18,51116.69,30.65,3.47,54.8,11.17,1758.17,0.11969100000000002,2.7139999999999995,526.8375,0.0017350000000000002,306.88,836.5529260000001
2021,Haryana,Energy,421.23,25.45,11.3,225.91,389.88,194.91,22.96,53541.6,29.32,187.78,73.71,23.21,4128.33,0.203319,52.808,613.9665,0.09389,412.77599999999995,1079.847709
2014,Assam,Energy,243.16,45.45,7.55,105.75,133.04,45.8,11.34,36494.07,37.73,61.25,67.38,45.93,3516.51,0.095175,26.081999999999997,144.26999999999998,0.030625,377.328,547.8058
2001,Uttar Pradesh,Transport,425.18,4.89,14.02,356.56,34.31,1.39,4.92,83214.65,43.93,153.63,55.91,3.72,4277.4,0.320904,11.315999999999999,4.3785,0.076815,313.096,329.188219
2000,Tripura,Industry,242.28,16.01,11.2,454.85,174.97,34.69,17.03,99370.6,28.53,117.86,44.92,50.24,3658.56,0.40936500000000003,39.169,109.27349999999998,0.05893,251.552,400.46279499999997
2022,Uttar Pradesh,Agriculture,282.83,18.1,0.72,6.28,218.55,192.25,19.66,51623.94,32.5,138.84,72.17,25.25,980.4300000000001,0.005652,45.217999999999996,605.5875,0.06942000000000001,404.15200000000004,1055.032572
2022,Chhattisgarh,Waste,497.69,21.42,13.71,280.35,234.09,111.51,49.08,49857.66,21.87,163.56,85.05,16.67,4730.6,0.252315,112.88399999999999,351.2565,0.08178,476.28000000000003,940.754595
2010,Tamil Nadu,Energy,476.24,49.35,4.16,367.5,296.73,54.26,22.82,92741.52,3.87,98.51,34.17,45.38,2960.44,0.33075,52.486,170.91899999999998,0.049255,191.352,415.137005
2009,Haryana,Industry,143.13,15.88,6.32,454.06,359.74,240.51,48.38,66575.04,17.03,6.81,93.5,39.76,2262.57,0.408654,111.274,757.6065,0.003405,523.6,1392.892559
2017,Odisha,Industry,435.64,26.17,14.75,182.42,202.57,122.19,36.65,64220.32,27.44,192.65,86.25,33.48,5077.15,0.164178,84.29499999999999,384.89849999999996,0.09632500000000001,483.0,952.454003
2017,Nagaland,Transport,201.3,27.04,15.45,454.04,61.65,92.87,12.73,7118.75,25.16,160.58,46.09,23.7,5052.67,0.40863600000000005,29.279,292.5405,0.08029000000000001,258.10400000000004,580.4124260000001
2016,Nagaland,Waste,44.91,38.65,6.98,413.65,164.35,244.31,35.13,49462.84,28.6,128.47,2.63,29.36,2976.8100000000004,0.372285,80.799,769.5765,0.064235,14.728000000000002,865.54002
2007,Rajasthan,Energy,292.13,26.13,1.88,264.98,66.37,34.26,20.19,60546.9,31.64,177.74,94.38,19.6,1521.97,0.23848200000000003,46.437,107.919,0.08887,528.528,683.211352
2014,Andhra Pradesh,Agriculture,488.76,30.48,15.42,132.19,77.01,150.29,29.01,82009.83,4.38,184.77,46.0,76.98,5428.5,0.11897100000000001,66.723,473.41349999999994,0.09238500000000001,257.6,797.947856
2007,Manipur,Transport,487.41,37.79,17.42,328.14,5.67,187.5,26.01,73613.57,1.6,175.46,52.64,58.83,6161.83,0.29532600000000003,59.823,590.625,0.08773,294.784,945.615056
2016,Nagaland,Energy,71.97,5.51,19.29,133.98,372.24,235.25,46.6,99054.4,12.17,28.48,79.74,23.52,5338.099999999999,0.120582,107.17999999999999,741.0375,0.014240000000000001,446.544,1294.896322
2011,Delhi,Energy,387.91,48.19,6.42,177.68,299.38,208.67,6.57,8752.23,27.37,145.77,21.73,46.94,3438.5299999999997,0.159912,15.110999999999999,657.3104999999999,0.072885,121.688,794.3422969999999
2007,Tripura,Industry,403.39,42.39,2.56,236.16,44.61,73.06,22.25,55140.63,17.67,63.79,19.58,21.33,2268.71,0.212544,51.175,230.139,0.031895,109.648,391.20643900000005
2024,Gujarat,Waste,190.68,19.74,18.76,251.5,368.44,65.84,4.15,11989.33,29.5,8.47,75.75,5.58,5714.8,0.22635,9.545,207.39600000000002,0.004235,424.2,641.371585
2013,Meghalaya,Agriculture,332.71,36.56,8.06,98.63,348.79,25.32,12.81,80579.05,32.26,55.77,31.96,26.76,3492.29,0.088767,29.462999999999997,79.758,0.027885000000000004,178.976,288.313652
2003,Meghalaya,Waste,249.2,38.24,1.96,348.43,364.41,42.69,3.93,57933.86,9.56,130.93,62.33,11.63,1839.3200000000002,0.313587,9.039,134.4735,0.06546500000000001,349.048,492.939552
2000,Manipur,Industry,121.67,42.59,10.03,496.0,43.44,182.79,46.94,28125.93,29.77,182.56,47.85,60.3,3972.14,0.4464,107.96199999999999,575.7885,0.09128,267.96000000000004,952.24818
2000,Goa,Agriculture,383.02,9.82,3.89,125.72,36.56,73.02,15.81,44587.09,49.8,138.15,14.8,75.17,1688.8300000000002,0.113148,36.363,230.01299999999998,0.069075,82.88000000000001,349.438223
2018,Himachal Pradesh,Agriculture,138.75,35.33,7.17,279.5,31.76,111.03,39.09,93181.13,48.16,116.34,96.23,23.42,3028.04,0.25155,89.907,349.7445,0.05817,538.888,978.8492200000001
2015,Gujarat,Transport,176.82,2.15,6.47,230.08,386.93,172.89,37.45,78175.73,18.31,66.74,36.91,74.07,1951.57,0.207072,86.135,544.6034999999999,0.03337,206.696,837.674942
2013,Maharashtra,Agriculture,103.11,6.22,19.75,157.35,265.89,166.57,7.11,53648.46,10.98,44.3,32.28,62.86,5511.02,0.14161500000000002,16.352999999999998,524.6954999999999,0.02215,180.768,721.9802649999999
2020,Karnataka,Energy,362.44,38.92,12.83,212.79,75.3,198.5,7.14,80305.39,45.4,110.31,92.35,59.29,4852.15,0.191511,16.421999999999997,625.275,0.055155,517.16,1159.103666
2015,Rajasthan,Waste,234.77,40.74,9.89,367.7,372.02,15.52,18.96,4029.79,37.84,96.76,19.97,5.76,3996.34,0.33093,43.608,48.888,0.048380000000000006,111.832,204.70731
2004,Meghalaya,Waste,227.25,29.83,10.32,210.3,180.05,143.46,28.47,89808.22,12.6,137.03,1.57,27.25,3797.29,0.18927000000000002,65.481,451.899,0.068515,8.792000000000002,526.429785
2008,Tripura,Transport,306.24,29.29,12.12,255.85,315.25,223.16,21.39,75446.12,17.25,107.53,37.97,48.97,4338.16,0.230265,49.196999999999996,702.954,0.053765,212.632,965.0670299999999
2001,Goa,Agriculture,87.06,37.6,17.47,241.23,256.29,93.91,38.42,79855.43,22.12,83.17,81.1,71.16,5769.409999999999,0.217107,88.366,295.81649999999996,0.041585000000000004,454.15999999999997,838.6011919999999
2017,Sikkim,Industry,450.1,45.35,3.01,279.84,261.61,48.68,26.84,54102.2,20.15,169.47,2.82,26.06,2517.55,0.251856,61.73199999999999,153.34199999999998,0.084735,15.791999999999998,231.20259099999998
2005,Uttarakhand,Energy,237.9,21.35,12.03,149.14,178.69,18.14,44.1,69797.96,31.13,159.02,83.78,41.05,4023.6499999999996,0.134226,101.42999999999999,57.141,0.07951000000000001,469.168,627.952736
2008,Meghalaya,Transport,189.6,6.18,6.51,257.3,161.01,235.0,29.66,64548.15,36.45,162.7,22.67,51.27,2087.79,0.23157000000000003,68.21799999999999,740.25,0.08134999999999999,126.95200000000003,935.73292
2000,Punjab,Agriculture,72.08,42.03,11.47,71.75,68.96,1.95,29.66,81499.0,45.08,18.22,71.37,13.9,4288.47,0.06457500000000001,68.21799999999999,6.1425,0.00911,399.672,474.10618500000004
2008,Delhi,Industry,92.3,17.41,10.4,371.99,32.96,198.21,33.02,70755.16,9.63,29.84,45.65,37.4,3335.7799999999997,0.334791,75.946,624.3615,0.014920000000000001,255.64000000000001,956.297211
2024,Meghalaya,Agriculture,460.98,7.12,0.7,59.91,371.56,66.86,30.19,50775.0,18.92,40.08,11.12,50.8,845.84,0.053918999999999995,69.437,210.60899999999998,0.02004,62.27199999999999,342.391959
2015,Kerala,Transport,233.74,30.92,11.69,393.55,374.97,61.37,30.64,9421.27,37.74,181.98,45.08,10.69,4197.35,0.354195,70.472,193.3155,0.09099,252.448,516.6806849999999
2012,Mizoram,Industry,363.87,29.12,14.21,413.64,258.31,40.23,22.54,99411.63,35.11,72.35,24.26,17.01,4944.88,0.372276,51.84199999999999,126.72449999999999,0.036175,135.856,314.83095099999997
2008,Chhattisgarh,Industry,49.45,23.98,5.0,14.44,158.28,49.25,4.62,35867.4,45.03,131.01,29.01,8.24,2045.89,0.012996,10.626,155.1375,0.065505,162.45600000000002,328.298001
2020,Uttarakhand,Industry,325.3,43.06,2.23,416.27,14.91,129.0,18.51,76282.09,35.76,8.47,79.78,49.43,2121.9300000000003,0.374643,42.573,406.34999999999997,0.004235,446.76800000000003,896.069878
2012,Tripura,Industry,461.54,13.98,4.31,325.84,181.82,219.0,38.44,61503.32,6.65,146.64,85.79,68.37,1995.1299999999999,0.29325599999999996,88.41199999999999,689.85,0.07332,480.42400000000004,1259.052576
2008,Madhya Pradesh,Agriculture,156.98,1.16,12.76,52.97,265.3,92.51,2.0,97799.13,36.27,152.61,57.15,33.75,3570.86,0.047673,4.6,291.4065,0.07630500000000001,320.03999999999996,616.170478
2010,Haryana,Industry,293.78,16.51,9.43,498.97,123.61,186.65,34.56,96419.94,2.46,149.12,87.4,46.26,3255.0099999999998,0.44907300000000006,79.488,587.9475,0.07456,489.44,1157.3991330000001
2003,Telangana,Agriculture,470.71,0.98,17.32,309.66,140.26,62.42,49.04,44017.48,28.53,8.69,68.39,75.46,5087.95,0.278694,112.79199999999999,196.623,0.004345,382.98400000000004,692.682039
2001,Chhattisgarh,Industry,362.47,27.41,5.77,203.42,191.57,226.13,21.85,85368.42,33.82,19.66,26.72,76.86,2659.0,0.18307800000000002,50.255,712.3095,0.00983,149.632,912.389408
2005,Kerala,Industry,40.54,19.22,7.37,443.18,200.49,228.57,10.7,12917.46,41.43,148.52,85.42,46.89,2531.75,0.39886200000000005,24.609999999999996,719.9955,0.07426,478.352,1223.4306219999999
2013,Himachal Pradesh,Transport,195.58,40.79,10.61,25.6,298.43,27.96,1.25,21931.37,30.43,125.37,11.89,49.25,4149.349999999999,0.02304,2.875,88.074,0.062685,66.584,157.61872499999998
2003,Assam,Agriculture,52.03,39.98,9.25,360.08,202.41,209.87,42.75,57759.58,32.12,72.81,44.02,42.71,3622.72,0.324072,98.32499999999999,661.0905,0.036405,246.512,1006.287977
2005,Assam,Agriculture,432.05,22.01,11.0,76.14,338.88,175.77,7.45,21988.86,8.45,110.87,41.74,27.42,3963.33,0.068526,17.134999999999998,553.6755,0.055435000000000005,233.74400000000003,804.6784610000001
2018,Andhra Pradesh,Waste,314.61,11.22,6.31,278.49,195.7,99.07,2.25,12772.51,4.06,0.73,53.0,16.13,2300.92,0.250641,5.175,312.0705,0.000365,296.80000000000007,614.296506
2005,Tripura,Transport,478.63,21.41,3.42,52.49,17.61,208.86,24.32,21086.21,5.99,86.24,74.64,34.31,1984.41,0.047241,55.93599999999999,657.909,0.04312,417.98400000000004,1131.9193610000002
2001,Sikkim,Agriculture,19.68,32.25,16.09,341.18,60.86,225.97,19.15,33906.14,12.27,33.41,12.48,77.13,5186.530000000001,0.307062,44.044999999999995,711.8054999999999,0.016704999999999998,69.888,826.062267
2017,Nagaland,Transport,217.31,9.92,0.88,235.14,288.67,124.6,47.99,98272.03,22.9,193.2,71.57,39.65,728.27,0.211626,110.377,392.48999999999995,0.09659999999999999,400.79200000000003,903.967226
2012,Telangana,Transport,61.14,38.77,7.46,8.32,183.49,127.69,23.18,9704.49,20.25,63.39,46.23,30.11,3123.6000000000004,0.007488000000000001,53.31399999999999,402.2235,0.031695,258.88800000000003,714.464683
2008,Kerala,Transport,181.74,16.86,1.84,40.34,187.18,176.37,41.79,9456.96,15.77,159.41,26.95,52.75,1141.42,0.036306000000000005,96.11699999999999,555.5655,0.079705,150.92000000000002,802.718511
2022,Himachal Pradesh,Energy,89.32,46.64,14.75,353.0,391.31,61.81,46.61,5340.44,44.53,25.44,80.89,48.3,5303.99,0.3177,107.20299999999999,194.7015,0.01272,452.98400000000004,755.21892
2018,Himachal Pradesh,Agriculture,171.11,25.84,7.37,202.73,230.73,20.12,9.29,24690.93,5.31,36.02,49.97,37.28,2847.68,0.182457,21.366999999999997,63.378,0.01801,279.832,364.777467
2012,Nagaland,Transport,411.44,42.43,0.7,337.72,51.18,132.64,17.38,12064.16,8.06,139.61,79.67,48.69,1784.98,0.30394800000000005,39.974,417.8159999999999,0.069805,446.15200000000004,904.3157529999999
2010,Nagaland,Energy,88.74,30.99,1.61,197.97,176.33,80.78,46.17,5369.8,22.31,154.59,26.2,54.34,1383.11,0.178173,106.191,254.457,0.077295,146.72,507.623468
2000,Delhi,Energy,242.1,27.95,4.05,184.04,226.72,31.6,27.84,45064.27,7.35,179.75,84.24,62.52,2097.95,0.165636,64.032,99.54,0.089875,471.74399999999997,635.571511
2023,Gujarat,Industry,461.58,34.27,15.76,428.18,19.8,35.89,16.2,80656.88,8.62,138.88,12.34,27.82,5597.54,0.38536200000000004,37.26,113.0535,0.06944,69.104,219.872302
2021,Uttarakhand,Industry,499.4,40.67,16.0,428.13,149.02,54.04,26.07,10858.42,48.39,141.52,99.64,6.67,5878.16,0.385317,59.961,170.226,0.07076,557.984,788.6270770000001
2006,Bihar,Agriculture,132.81,32.4,19.93,460.29,387.29,85.11,36.59,11480.0,25.22,46.52,75.48,75.78,6321.46,0.41426100000000005,84.157,268.0965,0.023260000000000003,422.68800000000005,775.379021
2024,Madhya Pradesh,Industry,468.43,39.96,4.89,412.4,301.76,109.77,30.96,81330.87,6.14,189.18,65.99,24.48,2883.16,0.37116,71.208,345.77549999999997,0.09459000000000001,369.544,786.99325
2020,Mizoram,Agriculture,138.08,9.93,1.3,68.08,152.0,239.19,46.69,33427.28,3.55,142.55,34.2,44.58,760.62,0.061272,107.38699999999999,753.4485,0.071275,191.52,1052.488047
2014,Telangana,Energy,212.63,14.24,5.73,37.91,108.53,121.82,48.15,50522.5,37.01,35.49,65.01,47.41,2129.8,0.034119000000000003,110.74499999999999,383.73299999999995,0.017745,364.05600000000004,858.5858639999999
2000,Arunachal Pradesh,Energy,440.18,11.87,3.66,33.92,116.85,228.44,35.6,78311.33,19.84,129.79,90.15,8.29,1742.44,0.030528000000000003,81.88,719.586,0.064895,504.84000000000003,1306.401423
2011,Maharashtra,Agriculture,395.23,40.02,14.24,490.2,332.22,137.02,33.22,41472.55,14.94,161.92,22.9,58.15,5289.39,0.44118,76.40599999999999,431.613,0.08095999999999999,128.24,636.78114
2006,Assam,Industry,430.17,4.76,19.39,253.07,163.64,40.36,0.78,2960.4,34.7,92.66,38.41,14.15,5701.8,0.22776300000000002,1.7939999999999998,127.134,0.046329999999999996,215.09599999999998,344.298093
2014,Chhattisgarh,Industry,402.13,39.9,5.53,62.01,338.05,210.89,39.21,42199.76,35.24,67.52,11.88,60.27,2984.7799999999997,0.055809,90.18299999999999,664.3035,0.03376,66.528,821.104069
2020,Maharashtra,Agriculture,125.18,19.76,6.64,274.43,363.95,5.1,25.02,88761.96,18.66,171.94,62.72,14.89,2438.06,0.24698700000000004,57.54599999999999,16.064999999999998,0.08597,351.232,425.17595700000004
2018,Assam,Waste,283.81,4.44,7.09,356.6,188.36,141.37,43.74,13124.85,47.58,170.96,40.22,25.44,2286.98,0.32094000000000006,100.602,445.3155,0.08548,225.23200000000003,771.55592
2024,Tamil Nadu,Industry,198.77,21.51,17.15,51.77,378.38,86.11,46.66,67944.0,20.6,157.05,81.97,27.18,5345.8,0.046593,107.31799999999998,271.24649999999997,0.07852500000000001,459.03200000000004,837.721618
2000,Gujarat,Transport,235.26,15.37,11.6,176.47,123.48,110.12,18.51,50228.74,19.6,40.98,12.26,70.03,3739.62,0.15882300000000002,42.573,346.878,0.020489999999999998,68.656,458.286313
2016,Puducherry,Industry,85.44,29.8,19.48,97.97,107.71,199.57,45.28,53662.91,39.11,111.99,13.78,14.76,6082.04,0.088173,104.14399999999999,628.6455,0.055994999999999996,77.168,810.101668
2016,Nagaland,Waste,164.73,23.89,12.58,487.84,47.38,2.36,33.01,83175.17,40.98,88.02,32.31,51.78,4167.35,0.439056,75.92299999999999,7.433999999999999,0.04401,180.936,264.776066
2002,Madhya Pradesh,Energy,430.25,15.19,14.15,162.52,102.09,46.4,21.46,78799.53,15.07,139.52,32.08,33.97,4605.32,0.146268,49.358,146.16,0.06976,179.64800000000002,375.382028
2011,Delhi,Energy,449.8,43.18,1.87,346.8,310.2,203.35,2.63,98510.78,34.76,179.03,70.24,21.83,2154.39,0.31212,6.0489999999999995,640.5525,0.089515,393.344,1040.347135
2005,Tamil Nadu,Energy,308.98,20.64,19.04,459.62,164.5,136.83,37.13,17650.88,32.32,49.37,38.5,5.01,5932.5,0.413658,85.399,431.01450000000006,0.024685,215.6,732.451843
